PassengerId,Survived,Probability
892,0,0.10544591196085469
893,0,0.3786850896743145
894,0,0.08783716086920582
895,0,0.1046353520907574
896,1,0.5808879184328845
897,0,0.15820746967243696
898,1,0.6839607866887165
899,0,0.15454405373821284
900,1,0.7852313235010029
901,0,0.07054716525688444
902,0,0.10095127856886041
903,0,0.235283524611651
904,1,0.949442113345506
905,0,0.04991039128620162
906,1,0.6764923528180733
907,1,0.8322984223850268
908,0,0.20644099482485373
909,0,0.17361965203747604
910,1,0.5587538425136376
911,1,0.5781286335809321
912,0,0.208376918243475
913,0,0.16379010951325093
914,1,0.9046300351631664
915,1,0.5398125842260272
916,1,0.9576101860960484
917,0,0.03501107451737592
918,1,0.9706383661772662
919,0,0.16593642877436393
920,0,0.4130954796690009
921,0,0.0780536829660387
922,0,0.07771193519755239
923,0,0.13420746078137097
924,0,0.4634843569858671
925,1,0.5122270679193821
926,0,0.34873708093663425
927,0,0.18704794306405192
928,1,0.6368174905084136
929,1,0.6939962250247513
930,0,0.11203484410889666
931,0,0.12366471088373832
932,0,0.09135538412271225
933,1,0.5256578029713393
934,0,0.06541243783961684
935,1,0.7859515920692717
936,1,0.8801091647441397
937,0,0.1113001984676433
938,0,0.4687733973693702
939,0,0.12985284672853786
940,1,0.9085781469378067
941,1,0.5209599892717978
942,1,0.5110377168974366
943,0,0.2782797818603788
944,1,0.7061546613285581
945,1,0.8257447767161092
946,0,0.2715469505246426
947,0,0.06271502264454172
948,0,0.08009104719178797
949,0,0.11076984794274267
950,0,0.07520530003414165
951,1,0.982768852729936
952,0,0.14345200083546567
953,0,0.1798746980937543
954,0,0.13896178427676956
955,1,0.7433093496493772
956,1,0.8010280316533325
957,1,0.803923490784148
958,1,0.7701827971081521
959,0,0.2426982060631752
960,1,0.5934599726211381
961,1,0.7091693248852602
962,1,0.729220086797832
963,0,0.12649757001766346
964,1,0.6282333628760364
965,1,0.614272705863032
966,1,0.9789746728034531
967,1,0.7656819441572619
968,0,0.10101710516643729
969,1,0.8891748801271965
970,0,0.19048547823115694
971,1,0.729220086797832
972,0,0.18993135261259564
973,0,0.31909257765720894
974,0,0.21623434273047018
975,0,0.10095127856886041
976,0,0.2497733644186736
977,0,0.10509668208783068
978,1,0.7072868689664574
979,1,0.7160643636125145
980,1,0.6995784491659267
981,0,0.29831343537863036
982,1,0.6096696667367884
983,0,0.10089973673457941
984,1,0.7165680634203213
985,0,0.10101710516643729
986,0,0.4899449111266069
987,0,0.11124012159671047
988,0,0.3839688190696972
989,0,0.09771226284050014
990,1,0.7008634302533873
991,0,0.08566939462213873
992,1,0.9209252038516473
993,0,0.16274752843124515
994,0,0.12985284672853786
995,0,0.1076879447652338
996,1,0.7113622553684625
997,0,0.10736815968101712
998,0,0.16144493020625827
999,0,0.12985284672853786
1000,0,0.1013003541266751
1001,0,0.4002919534245002
1002,0,0.18819605927261693
1003,1,0.6996073050763801
1004,1,0.9506819505828447
1005,1,0.7664493075267305
1006,1,0.8942572874438229
1007,0,0.1445020361503618
1008,0,0.13963768593370784
1009,0,0.4949951813274428
1010,1,0.6025676045096034
1011,1,0.7382586077529188
1012,1,0.8773772695833213
1013,0,0.09419229233042452
1014,1,0.9402847032454669
1015,0,0.10067600587197388
1016,0,0.12985284672853786
1017,1,0.7083320584684597
1018,0,0.12248531831783342
1019,1,0.5487739479945923
1020,0,0.13204551672431614
1021,0,0.11500603699226275
1022,0,0.08855946608155812
1023,0,0.39616560622480296
1024,1,0.5487903953742617
1025,0,0.1016037585237161
1026,0,0.06111896798213842
1027,0,0.11491236364971132
1028,0,0.14677996823673814
1029,0,0.21391590549319514
1030,1,0.6777170630628653
1031,0,0.030113919260164258
1032,0,0.34716399807427095
1033,1,0.9328722618131522
1034,0,0.4743980633653737
1035,0,0.21197827789512125
1036,0,0.262938776738909
1037,0,0.03449270350958061
1038,0,0.2659053414630226
1039,0,0.12261384883674015
1040,0,0.3724017630233086
1041,0,0.13483350339522707
1042,1,0.9774267965882509
1043,0,0.1404635337246411
1044,0,0.03432158367031647
1045,1,0.516597061252895
1046,0,0.03917220522576292
1047,0,0.11476696199868615
1048,1,0.9766133476137772
1049,1,0.6775159381910227
1050,0,0.3998473068439534
1051,1,0.6076254812232627
1052,1,0.6995619452459659
1053,0,0.18440239914081336
1054,1,0.8097554637813712
1055,0,0.10056962228649545
1056,0,0.1362669288498505
1057,1,0.5564652737318672
1058,0,0.46597324813792496
1059,0,0.06629499737681555
1060,1,0.9312713131513894
1061,1,0.6865276280350777
1062,0,0.100803798080265
1063,0,0.14451873293052397
1064,0,0.08802655409743626
1065,0,0.14008552656674578
1066,0,0.031273507934512154
1067,1,0.8512288379234827
1068,1,0.8551791968025273
1069,0,0.3335090677957908
1070,1,0.9699184645871402
1071,1,0.8764746863895427
1072,0,0.19048547823115694
1073,0,0.4859799567182601
1074,1,0.7738056622499675
1075,0,0.12985284672853786
1076,1,0.7735289575067628
1077,0,0.14231461168196102
1078,1,0.8254169856685083
1079,0,0.0752546150541181
1080,0,0.09424164464606646
1081,0,0.1406014351299961
1082,0,0.1309782386827915
1083,0,0.3717975237824706
1084,0,0.11618010340382158
1085,0,0.09183188732561094
1086,0,0.31444218222132303
1087,0,0.08559730507450627
1088,1,0.826540742423799
1089,1,0.7158013838808064
1090,0,0.23072842060709908
1091,1,0.6368854576155902
1092,1,0.7071811980128142
1093,0,0.20192471109855886
1094,1,0.6230724227948294
1095,1,0.8439937738180139
1096,0,0.21807979142456624
1097,0,0.462452369770028
1098,1,0.643567004426231
1099,0,0.22434075161800235
1100,1,0.9547527243226386
1101,0,0.11128661824091847
1102,0,0.09420937386032639
1103,0,0.10059089101288826
1104,0,0.3340552185958933
1105,0,0.4775795790582093
1106,0,0.18665131784272096
1107,0,0.4179724884321234
1108,1,0.6997061147033843
1109,0,0.19802536716579697
1110,1,0.9438775359428832
1111,0,0.10101710516643729
1112,1,0.7889744183059908
1113,0,0.1265777091452466
1114,1,0.9612074113761624
1115,0,0.12644562231441667
1116,1,0.8450742763313984
1117,1,0.6784859965649294
1118,0,0.1186322070891754
1119,1,0.6995784491659267
1120,0,0.06868094772910682
1121,0,0.15910189208830902
1122,0,0.34959150994633664
1123,1,0.9227303811753272
1124,0,0.09111475997197525
1125,0,0.1299215062347285
1126,1,0.585680430917908
1127,0,0.13054609507352577
1128,0,0.43140345270891944
1129,0,0.17889621928868524
1130,1,0.7796583314576608
1131,1,0.741283923237237
1132,1,0.8354949235419759
1133,1,0.648309748391457
1134,0,0.47366577064669435
1135,0,0.10094773645346496
1136,0,0.06305402443989802
1137,0,0.35161177823637296
1138,1,0.836041661825819
1139,0,0.09411020807299031
1140,1,0.7382586077529188
1141,1,0.6469631234119525
1142,1,0.8631702729933938
1143,0,0.13058388651406247
1144,1,0.6618178351961405
1145,0,0.11561764015130925
1146,0,0.0876472696428814
1147,0,0.100803798080265
1148,0,0.12985284672853786
1149,0,0.10101710516643729
1150,1,0.8455977233071176
1151,0,0.1264348194845647
1152,0,0.05667030989068337
1153,0,0.1264759575564733
1154,1,0.7613716907643809
1155,1,0.7482242075517149
1156,0,0.25486352405794027
1157,0,0.10095127856886041
1158,0,0.3437180113864525
1159,0,0.100803798080265
1160,1,0.6368174905084136
1161,0,0.14389554639509103
