id,Machine failure,Prob
136429,0,0.004326361716781342
136430,0,0.004022940493286752
136431,0,0.004597650662733531
136432,0,0.003942228329508724
136433,0,0.004738713027399381
136434,0,0.004944295907338112
136435,0,0.0055456662440590485
136436,0,0.004023093478547112
136437,0,0.003989127830411847
136438,0,0.004304883350274643
136439,0,0.004707742610123071
136440,0,0.003989108788781561
136441,0,0.0051307365339087994
136442,0,0.004580767229150202
136443,0,0.004644537006799757
136444,0,0.004787094644896007
136445,0,0.004613197904115739
136446,1,0.9145041256870587
136447,0,0.0049426159693954485
136448,0,0.005236401871525492
136449,0,0.0039219482350903705
136450,0,0.005002936320898317
136451,0,0.005236368338040285
136452,0,0.005370433350129445
136453,0,0.00477982249066588
136454,0,0.004811999118440827
136455,0,0.005096366210241336
136456,0,0.005192403942087086
136457,0,0.005289700157218743
136458,0,0.0045047799857930145
136459,0,0.005574299777806444
136460,0,0.004015147838871741
136461,0,0.004275510541475293
136462,0,0.004612875401046943
136463,0,0.005688929212001065
136464,0,0.005498276589653928
136465,0,0.00423947316726874
136466,0,0.004211068729367199
136467,0,0.005002894140367992
136468,0,0.005019975685695473
136469,0,0.0039841158918175485
136470,0,0.0054527694232892315
136471,0,0.005020503603169464
136472,0,0.005564431419041101
136473,0,0.00392190692266639
136474,0,0.005192290768668107
136475,0,0.003921992025174522
136476,0,0.0039556183759456125
136477,0,0.004543532270222422
136478,0,0.004977669954326053
136479,0,0.004050276173548646
136480,0,0.005611501140763101
136481,0,0.004628884734796581
136482,0,0.005602362450617411
136483,0,0.004246628629094272
136484,0,0.004239550560212895
136485,0,0.004589763618257492
136486,0,0.005397458573687005
136487,0,0.004779480753095111
136488,0,0.004918949238078221
136489,0,0.004722044111173748
136490,0,0.004490238643478005
136491,0,0.004154275084487841
136492,0,0.004318858580991898
136493,0,0.004217661899764602
136494,0,0.004429779739852657
136495,0,0.00551761593341542
136496,0,0.004715768396493522
136497,0,0.004977765567959597
136498,0,0.004820360380539331
136499,0,0.0046681446294384015
136500,0,0.00407098376212874
136501,0,0.004901823784499572
136502,0,0.004559056122076454
136503,0,0.004788058155213026
136504,0,0.004029709329307249
136505,0,0.004098492496134309
136506,0,0.004566296495541959
136507,0,0.005131313865807347
136508,0,0.004084605121167839
136509,0,0.0047234997878156425
136510,0,0.0048285454487099234
136511,0,0.005122433754541358
136512,0,0.003909186662549575
136513,0,0.005343471840304225
136514,0,0.0045977386233242105
136515,0,0.004543496376225464
136516,0,0.0051125092970824015
136517,0,0.004225062311313327
136518,0,0.004275327874211811
136519,0,0.0053256424921050505
136520,0,0.004147580412566426
136521,0,0.004844183066273959
136522,0,0.005480533603788233
136523,0,0.004835600006342351
136524,0,0.004196640811729968
136525,0,0.004944217026924639
136526,0,0.0046760407972098956
136527,0,0.005140472942264515
136528,0,0.003909023205863071
